alfa-romero,gas,two,convertible,front,168.8,64.1,48.8,four,130,111,5000
alfa-romero,gas,two,convertible,front,168.8,64.1,48.8,four,130,111,5000
alfa-romero,gas,two,hatchback,front,171.2,65.5,52.4,six,152,154,5000
audi,gas,four,sedan,front,176.6,66.2,54.3,four,109,102,5500
audi,gas,four,sedan,front,176.6,66.4,54.3,five,136,115,5500
audi,gas,two,sedan,front,177.3,66.3,53.1,five,136,110,5500
audi,gas,four,sedan,front,192.7,71.4,55.7,five,136,110,5500
audi,gas,four,wagon,front,192.7,71.4,55.7,five,136,110,5500
audi,gas,four,sedan,front,192.7,71.4,55.9,five,131,140,5500
audi,gas,two,hatchback,front,178.2,67.9,52,five,131,160,5500
bmw,gas,two,sedan,front,176.8,64.8,54.3,four,108,101,5800
bmw,gas,four,sedan,front,176.8,64.8,54.3,four,108,101,5800
bmw,gas,two,sedan,front,176.8,64.8,54.3,six,164,121,4250
bmw,gas,four,sedan,front,176.8,64.8,54.3,six,164,121,4250
bmw,gas,four,sedan,front,189,66.9,55.7,six,164,121,4250
bmw,gas,four,sedan,front,189,66.9,55.7,six,209,182,5400
bmw,gas,two,sedan,front,193.8,67.9,53.7,six,209,182,5400
bmw,gas,four,sedan,front,197,70.9,56.3,six,209,182,5400
chevrolet,gas,two,hatchback,front,141.1,60.3,53.2,three,61,48,5100
chevrolet,gas,two,hatchback,front,155.9,63.6,52,four,90,70,5400
chevrolet,gas,four,sedan,front,158.8,63.6,52,four,90,70,5400
dodge,gas,two,hatchback,front,157.3,63.8,50.8,four,90,68,5500
dodge,gas,two,hatchback,front,157.3,63.8,50.8,four,90,68,5500
dodge,gas,two,hatchback,front,157.3,63.8,50.8,four,98,102,5500
dodge,gas,four,hatchback,front,157.3,63.8,50.6,four,90,68,5500
dodge,gas,four,sedan,front,157.3,63.8,50.6,four,90,68,5500
dodge,gas,four,sedan,front,157.3,63.8,50.6,four,90,68,5500
dodge,gas,four,wagon,front,174.6,64.6,59.8,four,122,88,5000
dodge,gas,two,hatchback,front,173.2,66.3,50.2,four,156,145,5000
honda,gas,two,hatchback,front,144.6,63.9,50.8,four,92,58,4800
honda,gas,two,hatchback,front,144.6,63.9,50.8,four,92,76,6000
honda,gas,two,hatchback,front,150,64,52.6,four,79,60,5500
honda,gas,two,hatchback,front,150,64,52.6,four,92,76,6000
honda,gas,two,hatchback,front,150,64,52.6,four,92,76,6000
honda,gas,four,sedan,front,163.4,64,54.5,four,92,76,6000
honda,gas,four,wagon,front,157.1,63.9,58.3,four,92,76,6000
honda,gas,two,hatchback,front,167.5,65.2,53.3,four,110,86,5800
honda,gas,two,hatchback,front,167.5,65.2,53.3,four,110,86,5800
honda,gas,four,sedan,front,175.4,65.2,54.1,four,110,86,5800
honda,gas,four,sedan,front,175.4,62.5,54.1,four,110,86,5800
honda,gas,four,sedan,front,175.4,65.2,54.1,four,110,101,5800
honda,gas,two,sedan,front,169.1,66,51,four,110,100,5500
isuzu,gas,four,sedan,front,170.7,61.8,53.5,four,111,78,4800
isuzu,gas,two,sedan,front,155.9,63.6,52,four,90,70,5400
isuzu,gas,four,sedan,front,155.9,63.6,52,four,90,70,5400
isuzu,gas,two,hatchback,front,172.6,65.2,51.4,four,119,90,5000
jaguar,gas,four,sedan,front,199.6,69.6,52.8,six,258,176,4750
jaguar,gas,four,sedan,front,199.6,69.6,52.8,six,258,176,4750
jaguar,gas,two,sedan,front,191.7,70.6,47.8,twelve,326,262,5000
mazda,gas,two,hatchback,front,159.1,64.2,54.1,four,91,68,5000
mazda,gas,two,hatchback,front,159.1,64.2,54.1,four,91,68,5000
mazda,gas,two,hatchback,front,159.1,64.2,54.1,four,91,68,5000
mazda,gas,four,sedan,front,166.8,64.2,54.1,four,91,68,5000
mazda,gas,four,sedan,front,166.8,64.2,54.1,four,91,68,5000
mazda,gas,two,hatchback,front,169,65.7,49.6,two,70,101,6000
mazda,gas,two,hatchback,front,169,65.7,49.6,two,70,101,6000
mazda,gas,two,hatchback,front,169,65.7,49.6,two,70,101,6000
mazda,gas,two,hatchback,front,169,65.7,49.6,two,80,135,6000
mazda,gas,two,hatchback,front,177.8,66.5,53.7,four,122,84,4800
mazda,gas,four,sedan,front,177.8,66.5,55.5,four,122,84,4800
mazda,gas,two,hatchback,front,177.8,66.5,53.7,four,122,84,4800
mazda,gas,four,sedan,front,177.8,66.5,55.5,four,122,84,4800
mazda,gas,four,hatchback,front,177.8,66.5,55.5,four,122,84,4800
mazda,gas,four,sedan,front,175,66.1,54.4,four,140,120,5000
mazda,diesel,four,sedan,front,175,66.1,54.4,four,134,72,4200
mercedes-benz,diesel,four,sedan,front,190.9,70.3,56.5,five,183,123,4350
mercedes-benz,diesel,four,wagon,front,190.9,70.3,58.7,five,183,123,4350
mercedes-benz,diesel,two,hardtop,front,187.5,70.3,54.9,five,183,123,4350
mercedes-benz,diesel,four,sedan,front,202.6,71.7,56.3,five,183,123,4350
mercedes-benz,gas,four,sedan,front,202.6,71.7,56.5,eight,234,155,4750
mercedes-benz,gas,two,convertible,front,180.3,70.5,50.8,eight,234,155,4750
mercedes-benz,gas,four,sedan,front,208.1,71.7,56.7,eight,308,184,4500
mercedes-benz,gas,two,hardtop,front,199.2,72,55.4,eight,304,184,4500
mercury,gas,two,hatchback,front,178.4,68,54.8,four,140,175,5000
mitsubishi,gas,two,hatchback,front,157.3,64.4,50.8,four,92,68,5500
mitsubishi,gas,two,hatchback,front,157.3,64.4,50.8,four,92,68,5500
mitsubishi,gas,two,hatchback,front,157.3,64.4,50.8,four,92,68,5500
mitsubishi,gas,two,hatchback,front,157.3,63.8,50.8,four,98,102,5500
mitsubishi,gas,two,hatchback,front,173,65.4,49.4,four,110,116,5500
mitsubishi,gas,two,hatchback,front,173,65.4,49.4,four,122,88,5000
mitsubishi,gas,two,hatchback,front,173.2,66.3,50.2,four,156,145,5000
mitsubishi,gas,two,hatchback,front,173.2,66.3,50.2,four,156,145,5000
mitsubishi,gas,two,hatchback,front,173.2,66.3,50.2,four,156,145,5000
mitsubishi,gas,four,sedan,front,172.4,65.4,51.6,four,122,88,5000
mitsubishi,gas,four,sedan,front,172.4,65.4,51.6,four,122,88,5000
mitsubishi,gas,four,sedan,front,172.4,65.4,51.6,four,110,116,5500
mitsubishi,gas,four,sedan,front,172.4,65.4,51.6,four,110,116,5500
nissan,gas,two,sedan,front,165.3,63.8,54.5,four,97,69,5200
nissan,diesel,two,sedan,front,165.3,63.8,54.5,four,103,55,4800
nissan,gas,two,sedan,front,165.3,63.8,54.5,four,97,69,5200
nissan,gas,four,sedan,front,165.3,63.8,54.5,four,97,69,5200
nissan,gas,four,wagon,front,170.2,63.8,53.5,four,97,69,5200
nissan,gas,two,sedan,front,165.3,63.8,54.5,four,97,69,5200
nissan,gas,two,hatchback,front,165.6,63.8,53.3,four,97,69,5200
nissan,gas,four,sedan,front,165.3,63.8,54.5,four,97,69,5200
nissan,gas,four,wagon,front,170.2,63.8,53.5,four,97,69,5200
nissan,gas,two,hardtop,front,162.4,63.8,53.3,four,97,69,5200
nissan,gas,four,hatchback,front,173.4,65.2,54.7,four,120,97,5200
nissan,gas,four,sedan,front,173.4,65.2,54.7,four,120,97,5200
nissan,gas,four,sedan,front,181.7,66.5,55.1,six,181,152,5200
nissan,gas,four,wagon,front,184.6,66.5,56.1,six,181,152,5200
nissan,gas,four,sedan,front,184.6,66.5,55.1,six,181,152,5200
nissan,gas,two,hatchback,front,170.7,67.9,49.7,six,181,160,5200
nissan,gas,two,hatchback,front,170.7,67.9,49.7,six,181,200,5200
nissan,gas,two,hatchback,front,178.5,67.9,49.7,six,181,160,5200
peugot,gas,four,sedan,front,186.7,68.4,56.7,four,120,97,5000
peugot,diesel,four,sedan,front,186.7,68.4,56.7,four,152,95,4150
peugot,gas,four,wagon,front,198.9,68.4,58.7,four,120,97,5000
peugot,diesel,four,wagon,front,198.9,68.4,58.7,four,152,95,4150
peugot,gas,four,sedan,front,186.7,68.4,56.7,four,120,95,5000
peugot,diesel,four,sedan,front,186.7,68.4,56.7,four,152,95,4150
peugot,gas,four,wagon,front,198.9,68.4,56.7,four,120,95,5000
peugot,diesel,four,wagon,front,198.9,68.4,58.7,four,152,95,4150
peugot,gas,four,sedan,front,186.7,68.4,56.7,four,120,97,5000
peugot,diesel,four,sedan,front,186.7,68.4,56.7,four,152,95,4150
peugot,gas,four,sedan,front,186.7,68.3,56,four,134,142,5600
plymouth,gas,two,hatchback,front,157.3,63.8,50.8,four,90,68,5500
plymouth,gas,two,hatchback,front,157.3,63.8,50.8,four,98,102,5500
plymouth,gas,four,hatchback,front,157.3,63.8,50.6,four,90,68,5500
plymouth,gas,four,sedan,front,167.3,63.8,50.8,four,90,68,5500
plymouth,gas,four,sedan,front,167.3,63.8,50.8,four,98,68,5500
plymouth,gas,four,wagon,front,174.6,64.6,59.8,four,122,88,5000
plymouth,gas,two,hatchback,front,173.2,66.3,50.2,four,156,145,5000
porsche,gas,two,hatchback,front,168.9,68.3,50.2,four,151,143,5500
porsche,gas,two,hardtop,rear,168.9,65,51.6,six,194,207,5900
porsche,gas,two,hardtop,rear,168.9,65,51.6,six,194,207,5900
porsche,gas,two,convertible,rear,168.9,65,51.6,six,194,207,5900
porsche,gas,two,hatchback,front,175.7,72.3,50.5,eight,203,288,5750
saab,gas,two,hatchback,front,186.6,66.5,56.1,four,121,110,5250
saab,gas,four,sedan,front,186.6,66.5,56.1,four,121,110,5250
saab,gas,two,hatchback,front,186.6,66.5,56.1,four,121,110,5250
saab,gas,four,sedan,front,186.6,66.5,56.1,four,121,110,5250
saab,gas,two,hatchback,front,186.6,66.5,56.1,four,121,160,5500
saab,gas,four,sedan,front,186.6,66.5,56.1,four,121,160,5500
subaru,gas,two,hatchback,front,156.9,63.4,53.7,four,97,69,4900
subaru,gas,two,hatchback,front,157.9,63.6,53.7,four,108,73,4400
subaru,gas,two,hatchback,front,157.3,63.8,55.7,four,108,73,4400
subaru,gas,four,sedan,front,172,65.4,52.5,four,108,82,4800
subaru,gas,four,sedan,front,172,65.4,52.5,four,108,82,4400
subaru,gas,four,sedan,front,172,65.4,52.5,four,108,94,5200
subaru,gas,four,sedan,front,172,65.4,54.3,four,108,82,4800
subaru,gas,four,sedan,front,172,65.4,54.3,four,108,111,4800
subaru,gas,four,wagon,front,173.5,65.4,53,four,108,82,4800
subaru,gas,four,wagon,front,173.5,65.4,53,four,108,94,5200
subaru,gas,four,wagon,front,173.6,65.4,54.9,four,108,82,4800
subaru,gas,four,wagon,front,173.6,65.4,54.9,four,108,111,4800
toyota,gas,two,hatchback,front,158.7,63.6,54.5,four,92,62,4800
toyota,gas,two,hatchback,front,158.7,63.6,54.5,four,92,62,4800
toyota,gas,four,hatchback,front,158.7,63.6,54.5,four,92,62,4800
toyota,gas,four,wagon,front,169.7,63.6,59.1,four,92,62,4800
toyota,gas,four,wagon,front,169.7,63.6,59.1,four,92,62,4800
toyota,gas,four,wagon,front,169.7,63.6,59.1,four,92,62,4800
toyota,gas,four,sedan,front,166.3,64.4,53,four,98,70,4800
toyota,gas,four,hatchback,front,166.3,64.4,52.8,four,98,70,4800
toyota,diesel,four,sedan,front,166.3,64.4,53,four,110,56,4500
toyota,diesel,four,hatchback,front,166.3,64.4,52.8,four,110,56,4500
toyota,gas,four,sedan,front,166.3,64.4,53,four,98,70,4800
toyota,gas,four,hatchback,front,166.3,64.4,52.8,four,98,70,4800
toyota,gas,four,sedan,front,166.3,64.4,52.8,four,98,70,4800
toyota,gas,two,sedan,front,168.7,64,52.6,four,98,70,4800
toyota,gas,two,hatchback,front,168.7,64,52.6,four,98,70,4800
toyota,gas,two,sedan,front,168.7,64,52.6,four,98,112,6600
toyota,gas,two,hatchback,front,168.7,64,52.6,four,98,112,6600
toyota,gas,two,hardtop,front,176.2,65.6,52,four,146,116,4800
toyota,gas,two,hardtop,front,176.2,65.6,52,four,146,116,4800
